plot_scenario_id,plot_coordinates,geometry,Years,Biodiversity,Biomass dry matter,CO2 e stock,Cumulative balance,Erosion,Labor days,Revenue
21,7.030183148115675:35.26490357845677,"POLYGON ((35.26353757998525 7.030910913388102, 35.26353123854565 7.030948962025666, 35.263696115975094 7.031145546653081, 35.26392440780048 7.031227985367803, 35.26418440682384 7.031266034005367, 35.26429221129693 7.031329448401308, 35.26460294183704 7.031449935753594, 35.26584586399747 7.030619207166776, 35.2658141567995 7.030460671176925, 35.26577610816194 7.030428963978956, 35.265757083843155 7.0300738433616905, 35.26578244960153 7.03004213616372, 35.26582683967869 7.029908965932245, 35.26580147392031 7.029858234415493, 35.26582683967869 7.029782137140365, 35.26577610816194 7.029648966908891, 35.26563025505128 7.029566528194168, 35.26556684065533 7.029395309325129, 35.26565562080965 7.029109944543398, 35.26561123073249 7.028976774311924, 35.265623913611684 7.028843604080449, 35.26558586497411 7.02873579960735, 35.26551610913858 7.0287738482449145, 35.26547806050102 7.0287738482449145, 35.2653956217863 7.028786531124103, 35.26538293890711 7.028824579761667, 35.26510391556497 7.028868969838825, 35.26472342918933 7.028792872563697, 35.264640990474604 7.02873579960735, 35.26455221032029 7.028704092409381, 35.264526844561914 7.028647019453034, 35.26448245448476 7.0286279951342525, 35.26446977160557 7.028634336573846, 35.2644380644076 7.028716775288569, 35.26426684553856 7.028837262640855, 35.26427318697815 7.028856286959637, 35.26444440584719 7.028970432872329, 35.26447611304516 7.029021164389082, 35.26457123463907 7.0292367733352785, 35.26474879494771 7.029465065160664, 35.26478684358527 7.029465065160664, 35.264894648058366 7.0296109182713264, 35.26495172101471 7.029813844338335, 35.26493269669593 7.029966038888592, 35.264894648058366 7.029972380328186, 35.264812209343646 7.030023111844938, 35.26471708774974 7.0300738433616905, 35.26465367335379 7.030086526240878, 35.264609283276634 7.030156282076413, 35.26455221032029 7.030194330713977, 35.26448245448476 7.0302640865495105, 35.26424147978018 7.030333842385045, 35.26414001674668 7.030422622539361, 35.26410196810912 7.030428963978956, 35.26405757803196 7.030486036935302, 35.264013187954795 7.030568475650024, 35.263816603327385 7.030669938683529, 35.263683433095906 7.030701645881499, 35.26353757998525 7.030910913388102))",2035,1.181836712,8.136605784,0.789234267,-3636.299606,0.160221586,1088.605523,5015.774294
21,7.030183148115675:35.26490357845677,"POLYGON ((35.26353757998525 7.030910913388102, 35.26353123854565 7.030948962025666, 35.263696115975094 7.031145546653081, 35.26392440780048 7.031227985367803, 35.26418440682384 7.031266034005367, 35.26429221129693 7.031329448401308, 35.26460294183704 7.031449935753594, 35.26584586399747 7.030619207166776, 35.2658141567995 7.030460671176925, 35.26577610816194 7.030428963978956, 35.265757083843155 7.0300738433616905, 35.26578244960153 7.03004213616372, 35.26582683967869 7.029908965932245, 35.26580147392031 7.029858234415493, 35.26582683967869 7.029782137140365, 35.26577610816194 7.029648966908891, 35.26563025505128 7.029566528194168, 35.26556684065533 7.029395309325129, 35.26565562080965 7.029109944543398, 35.26561123073249 7.028976774311924, 35.265623913611684 7.028843604080449, 35.26558586497411 7.02873579960735, 35.26551610913858 7.0287738482449145, 35.26547806050102 7.0287738482449145, 35.2653956217863 7.028786531124103, 35.26538293890711 7.028824579761667, 35.26510391556497 7.028868969838825, 35.26472342918933 7.028792872563697, 35.264640990474604 7.02873579960735, 35.26455221032029 7.028704092409381, 35.264526844561914 7.028647019453034, 35.26448245448476 7.0286279951342525, 35.26446977160557 7.028634336573846, 35.2644380644076 7.028716775288569, 35.26426684553856 7.028837262640855, 35.26427318697815 7.028856286959637, 35.26444440584719 7.028970432872329, 35.26447611304516 7.029021164389082, 35.26457123463907 7.0292367733352785, 35.26474879494771 7.029465065160664, 35.26478684358527 7.029465065160664, 35.264894648058366 7.0296109182713264, 35.26495172101471 7.029813844338335, 35.26493269669593 7.029966038888592, 35.264894648058366 7.029972380328186, 35.264812209343646 7.030023111844938, 35.26471708774974 7.0300738433616905, 35.26465367335379 7.030086526240878, 35.264609283276634 7.030156282076413, 35.26455221032029 7.030194330713977, 35.26448245448476 7.0302640865495105, 35.26424147978018 7.030333842385045, 35.26414001674668 7.030422622539361, 35.26410196810912 7.030428963978956, 35.26405757803196 7.030486036935302, 35.264013187954795 7.030568475650024, 35.263816603327385 7.030669938683529, 35.263683433095906 7.030701645881499, 35.26353757998525 7.030910913388102))",2036,1.188985119,8.476103343,0.813969152,-2314.400583,0.159779161,1142.438733,5055.789978
21,7.030183148115675:35.26490357845677,"POLYGON ((35.26353757998525 7.030910913388102, 35.26353123854565 7.030948962025666, 35.263696115975094 7.031145546653081, 35.26392440780048 7.031227985367803, 35.26418440682384 7.031266034005367, 35.26429221129693 7.031329448401308, 35.26460294183704 7.031449935753594, 35.26584586399747 7.030619207166776, 35.2658141567995 7.030460671176925, 35.26577610816194 7.030428963978956, 35.265757083843155 7.0300738433616905, 35.26578244960153 7.03004213616372, 35.26582683967869 7.029908965932245, 35.26580147392031 7.029858234415493, 35.26582683967869 7.029782137140365, 35.26577610816194 7.029648966908891, 35.26563025505128 7.029566528194168, 35.26556684065533 7.029395309325129, 35.26565562080965 7.029109944543398, 35.26561123073249 7.028976774311924, 35.265623913611684 7.028843604080449, 35.26558586497411 7.02873579960735, 35.26551610913858 7.0287738482449145, 35.26547806050102 7.0287738482449145, 35.2653956217863 7.028786531124103, 35.26538293890711 7.028824579761667, 35.26510391556497 7.028868969838825, 35.26472342918933 7.028792872563697, 35.264640990474604 7.02873579960735, 35.26455221032029 7.028704092409381, 35.264526844561914 7.028647019453034, 35.26448245448476 7.0286279951342525, 35.26446977160557 7.028634336573846, 35.2644380644076 7.028716775288569, 35.26426684553856 7.028837262640855, 35.26427318697815 7.028856286959637, 35.26444440584719 7.028970432872329, 35.26447611304516 7.029021164389082, 35.26457123463907 7.0292367733352785, 35.26474879494771 7.029465065160664, 35.26478684358527 7.029465065160664, 35.264894648058366 7.0296109182713264, 35.26495172101471 7.029813844338335, 35.26493269669593 7.029966038888592, 35.264894648058366 7.029972380328186, 35.264812209343646 7.030023111844938, 35.26471708774974 7.0300738433616905, 35.26465367335379 7.030086526240878, 35.264609283276634 7.030156282076413, 35.26455221032029 7.030194330713977, 35.26448245448476 7.0302640865495105, 35.26424147978018 7.030333842385045, 35.26414001674668 7.030422622539361, 35.26410196810912 7.030428963978956, 35.26405757803196 7.030486036935302, 35.264013187954795 7.030568475650024, 35.263816603327385 7.030669938683529, 35.263683433095906 7.030701645881499, 35.26353757998525 7.030910913388102))",2037,1.181189454,8.204122832,0.46152835,-1059.552914,0.161093836,1116.660474,5032.660261
21,7.030183148115675:35.26490357845677,"POLYGON ((35.26353757998525 7.030910913388102, 35.26353123854565 7.030948962025666, 35.263696115975094 7.031145546653081, 35.26392440780048 7.031227985367803, 35.26418440682384 7.031266034005367, 35.26429221129693 7.031329448401308, 35.26460294183704 7.031449935753594, 35.26584586399747 7.030619207166776, 35.2658141567995 7.030460671176925, 35.26577610816194 7.030428963978956, 35.265757083843155 7.0300738433616905, 35.26578244960153 7.03004213616372, 35.26582683967869 7.029908965932245, 35.26580147392031 7.029858234415493, 35.26582683967869 7.029782137140365, 35.26577610816194 7.029648966908891, 35.26563025505128 7.029566528194168, 35.26556684065533 7.029395309325129, 35.26565562080965 7.029109944543398, 35.26561123073249 7.028976774311924, 35.265623913611684 7.028843604080449, 35.26558586497411 7.02873579960735, 35.26551610913858 7.0287738482449145, 35.26547806050102 7.0287738482449145, 35.2653956217863 7.028786531124103, 35.26538293890711 7.028824579761667, 35.26510391556497 7.028868969838825, 35.26472342918933 7.028792872563697, 35.264640990474604 7.02873579960735, 35.26455221032029 7.028704092409381, 35.264526844561914 7.028647019453034, 35.26448245448476 7.0286279951342525, 35.26446977160557 7.028634336573846, 35.2644380644076 7.028716775288569, 35.26426684553856 7.028837262640855, 35.26427318697815 7.028856286959637, 35.26444440584719 7.028970432872329, 35.26447611304516 7.029021164389082, 35.26457123463907 7.0292367733352785, 35.26474879494771 7.029465065160664, 35.26478684358527 7.029465065160664, 35.264894648058366 7.0296109182713264, 35.26495172101471 7.029813844338335, 35.26493269669593 7.029966038888592, 35.264894648058366 7.029972380328186, 35.264812209343646 7.030023111844938, 35.26471708774974 7.0300738433616905, 35.26465367335379 7.030086526240878, 35.264609283276634 7.030156282076413, 35.26455221032029 7.030194330713977, 35.26448245448476 7.0302640865495105, 35.26424147978018 7.030333842385045, 35.26414001674668 7.030422622539361, 35.26410196810912 7.030428963978956, 35.26405757803196 7.030486036935302, 35.264013187954795 7.030568475650024, 35.263816603327385 7.030669938683529, 35.263683433095906 7.030701645881499, 35.26353757998525 7.030910913388102))",2038,1.185156902,8.060669464,0.636533473,288.6754418,0.160174979,1092.89742,4886.984461
21,7.030183148115675:35.26490357845677,"POLYGON ((35.26353757998525 7.030910913388102, 35.26353123854565 7.030948962025666, 35.263696115975094 7.031145546653081, 35.26392440780048 7.031227985367803, 35.26418440682384 7.031266034005367, 35.26429221129693 7.031329448401308, 35.26460294183704 7.031449935753594, 35.26584586399747 7.030619207166776, 35.2658141567995 7.030460671176925, 35.26577610816194 7.030428963978956, 35.265757083843155 7.0300738433616905, 35.26578244960153 7.03004213616372, 35.26582683967869 7.029908965932245, 35.26580147392031 7.029858234415493, 35.26582683967869 7.029782137140365, 35.26577610816194 7.029648966908891, 35.26563025505128 7.029566528194168, 35.26556684065533 7.029395309325129, 35.26565562080965 7.029109944543398, 35.26561123073249 7.028976774311924, 35.265623913611684 7.028843604080449, 35.26558586497411 7.02873579960735, 35.26551610913858 7.0287738482449145, 35.26547806050102 7.0287738482449145, 35.2653956217863 7.028786531124103, 35.26538293890711 7.028824579761667, 35.26510391556497 7.028868969838825, 35.26472342918933 7.028792872563697, 35.264640990474604 7.02873579960735, 35.26455221032029 7.028704092409381, 35.264526844561914 7.028647019453034, 35.26448245448476 7.0286279951342525, 35.26446977160557 7.028634336573846, 35.2644380644076 7.028716775288569, 35.26426684553856 7.028837262640855, 35.26427318697815 7.028856286959637, 35.26444440584719 7.028970432872329, 35.26447611304516 7.029021164389082, 35.26457123463907 7.0292367733352785, 35.26474879494771 7.029465065160664, 35.26478684358527 7.029465065160664, 35.264894648058366 7.0296109182713264, 35.26495172101471 7.029813844338335, 35.26493269669593 7.029966038888592, 35.264894648058366 7.029972380328186, 35.264812209343646 7.030023111844938, 35.26471708774974 7.0300738433616905, 35.26465367335379 7.030086526240878, 35.264609283276634 7.030156282076413, 35.26455221032029 7.030194330713977, 35.26448245448476 7.0302640865495105, 35.26424147978018 7.030333842385045, 35.26414001674668 7.030422622539361, 35.26410196810912 7.030428963978956, 35.26405757803196 7.030486036935302, 35.264013187954795 7.030568475650024, 35.263816603327385 7.030669938683529, 35.263683433095906 7.030701645881499, 35.26353757998525 7.030910913388102))",2039,1.185305811,8.117555397,0.710360578,1598.173899,0.160279195,1071.920299,4910.057096
21,7.030183148115675:35.26490357845677,"POLYGON ((35.26353757998525 7.030910913388102, 35.26353123854565 7.030948962025666, 35.263696115975094 7.031145546653081, 35.26392440780048 7.031227985367803, 35.26418440682384 7.031266034005367, 35.26429221129693 7.031329448401308, 35.26460294183704 7.031449935753594, 35.26584586399747 7.030619207166776, 35.2658141567995 7.030460671176925, 35.26577610816194 7.030428963978956, 35.265757083843155 7.0300738433616905, 35.26578244960153 7.03004213616372, 35.26582683967869 7.029908965932245, 35.26580147392031 7.029858234415493, 35.26582683967869 7.029782137140365, 35.26577610816194 7.029648966908891, 35.26563025505128 7.029566528194168, 35.26556684065533 7.029395309325129, 35.26565562080965 7.029109944543398, 35.26561123073249 7.028976774311924, 35.265623913611684 7.028843604080449, 35.26558586497411 7.02873579960735, 35.26551610913858 7.0287738482449145, 35.26547806050102 7.0287738482449145, 35.2653956217863 7.028786531124103, 35.26538293890711 7.028824579761667, 35.26510391556497 7.028868969838825, 35.26472342918933 7.028792872563697, 35.264640990474604 7.02873579960735, 35.26455221032029 7.028704092409381, 35.264526844561914 7.028647019453034, 35.26448245448476 7.0286279951342525, 35.26446977160557 7.028634336573846, 35.2644380644076 7.028716775288569, 35.26426684553856 7.028837262640855, 35.26427318697815 7.028856286959637, 35.26444440584719 7.028970432872329, 35.26447611304516 7.029021164389082, 35.26457123463907 7.0292367733352785, 35.26474879494771 7.029465065160664, 35.26478684358527 7.029465065160664, 35.264894648058366 7.0296109182713264, 35.26495172101471 7.029813844338335, 35.26493269669593 7.029966038888592, 35.264894648058366 7.029972380328186, 35.264812209343646 7.030023111844938, 35.26471708774974 7.0300738433616905, 35.26465367335379 7.030086526240878, 35.264609283276634 7.030156282076413, 35.26455221032029 7.030194330713977, 35.26448245448476 7.0302640865495105, 35.26424147978018 7.030333842385045, 35.26414001674668 7.030422622539361, 35.26410196810912 7.030428963978956, 35.26405757803196 7.030486036935302, 35.264013187954795 7.030568475650024, 35.263816603327385 7.030669938683529, 35.263683433095906 7.030701645881499, 35.26353757998525 7.030910913388102))",2040,1.188985119,8.095569084,0.718586073,2997.29763,0.159779161,1075.478878,4967.268825
21,7.030183148115675:35.26490357845677,"POLYGON ((35.26353757998525 7.030910913388102, 35.26353123854565 7.030948962025666, 35.263696115975094 7.031145546653081, 35.26392440780048 7.031227985367803, 35.26418440682384 7.031266034005367, 35.26429221129693 7.031329448401308, 35.26460294183704 7.031449935753594, 35.26584586399747 7.030619207166776, 35.2658141567995 7.030460671176925, 35.26577610816194 7.030428963978956, 35.265757083843155 7.0300738433616905, 35.26578244960153 7.03004213616372, 35.26582683967869 7.029908965932245, 35.26580147392031 7.029858234415493, 35.26582683967869 7.029782137140365, 35.26577610816194 7.029648966908891, 35.26563025505128 7.029566528194168, 35.26556684065533 7.029395309325129, 35.26565562080965 7.029109944543398, 35.26561123073249 7.028976774311924, 35.265623913611684 7.028843604080449, 35.26558586497411 7.02873579960735, 35.26551610913858 7.0287738482449145, 35.26547806050102 7.0287738482449145, 35.2653956217863 7.028786531124103, 35.26538293890711 7.028824579761667, 35.26510391556497 7.028868969838825, 35.26472342918933 7.028792872563697, 35.264640990474604 7.02873579960735, 35.26455221032029 7.028704092409381, 35.264526844561914 7.028647019453034, 35.26448245448476 7.0286279951342525, 35.26446977160557 7.028634336573846, 35.2644380644076 7.028716775288569, 35.26426684553856 7.028837262640855, 35.26427318697815 7.028856286959637, 35.26444440584719 7.028970432872329, 35.26447611304516 7.029021164389082, 35.26457123463907 7.0292367733352785, 35.26474879494771 7.029465065160664, 35.26478684358527 7.029465065160664, 35.264894648058366 7.0296109182713264, 35.26495172101471 7.029813844338335, 35.26493269669593 7.029966038888592, 35.264894648058366 7.029972380328186, 35.264812209343646 7.030023111844938, 35.26471708774974 7.0300738433616905, 35.26465367335379 7.030086526240878, 35.264609283276634 7.030156282076413, 35.26455221032029 7.030194330713977, 35.26448245448476 7.0302640865495105, 35.26424147978018 7.030333842385045, 35.26414001674668 7.030422622539361, 35.26410196810912 7.030428963978956, 35.26405757803196 7.030486036935302, 35.264013187954795 7.030568475650024, 35.263816603327385 7.030669938683529, 35.263683433095906 7.030701645881499, 35.26353757998525 7.030910913388102))",2041,1.177712869,7.849154151,0.769026495,4411.297303,0.161068706,1077.287107,4776.72673
21,7.030183148115675:35.26490357845677,"POLYGON ((35.26353757998525 7.030910913388102, 35.26353123854565 7.030948962025666, 35.263696115975094 7.031145546653081, 35.26392440780048 7.031227985367803, 35.26418440682384 7.031266034005367, 35.26429221129693 7.031329448401308, 35.26460294183704 7.031449935753594, 35.26584586399747 7.030619207166776, 35.2658141567995 7.030460671176925, 35.26577610816194 7.030428963978956, 35.265757083843155 7.0300738433616905, 35.26578244960153 7.03004213616372, 35.26582683967869 7.029908965932245, 35.26580147392031 7.029858234415493, 35.26582683967869 7.029782137140365, 35.26577610816194 7.029648966908891, 35.26563025505128 7.029566528194168, 35.26556684065533 7.029395309325129, 35.26565562080965 7.029109944543398, 35.26561123073249 7.028976774311924, 35.265623913611684 7.028843604080449, 35.26558586497411 7.02873579960735, 35.26551610913858 7.0287738482449145, 35.26547806050102 7.0287738482449145, 35.2653956217863 7.028786531124103, 35.26538293890711 7.028824579761667, 35.26510391556497 7.028868969838825, 35.26472342918933 7.028792872563697, 35.264640990474604 7.02873579960735, 35.26455221032029 7.028704092409381, 35.264526844561914 7.028647019453034, 35.26448245448476 7.0286279951342525, 35.26446977160557 7.028634336573846, 35.2644380644076 7.028716775288569, 35.26426684553856 7.028837262640855, 35.26427318697815 7.028856286959637, 35.26444440584719 7.028970432872329, 35.26447611304516 7.029021164389082, 35.26457123463907 7.0292367733352785, 35.26474879494771 7.029465065160664, 35.26478684358527 7.029465065160664, 35.264894648058366 7.0296109182713264, 35.26495172101471 7.029813844338335, 35.26493269669593 7.029966038888592, 35.264894648058366 7.029972380328186, 35.264812209343646 7.030023111844938, 35.26471708774974 7.0300738433616905, 35.26465367335379 7.030086526240878, 35.264609283276634 7.030156282076413, 35.26455221032029 7.030194330713977, 35.26448245448476 7.0302640865495105, 35.26424147978018 7.030333842385045, 35.26414001674668 7.030422622539361, 35.26410196810912 7.030428963978956, 35.26405757803196 7.030486036935302, 35.264013187954795 7.030568475650024, 35.263816603327385 7.030669938683529, 35.263683433095906 7.030701645881499, 35.26353757998525 7.030910913388102))",2042,1.188985119,8.044652437,0.437125013,5665.11756,0.159779161,1087.181085,4892.38742
21,7.030183148115675:35.26490357845677,"POLYGON ((35.26353757998525 7.030910913388102, 35.26353123854565 7.030948962025666, 35.263696115975094 7.031145546653081, 35.26392440780048 7.031227985367803, 35.26418440682384 7.031266034005367, 35.26429221129693 7.031329448401308, 35.26460294183704 7.031449935753594, 35.26584586399747 7.030619207166776, 35.2658141567995 7.030460671176925, 35.26577610816194 7.030428963978956, 35.265757083843155 7.0300738433616905, 35.26578244960153 7.03004213616372, 35.26582683967869 7.029908965932245, 35.26580147392031 7.029858234415493, 35.26582683967869 7.029782137140365, 35.26577610816194 7.029648966908891, 35.26563025505128 7.029566528194168, 35.26556684065533 7.029395309325129, 35.26565562080965 7.029109944543398, 35.26561123073249 7.028976774311924, 35.265623913611684 7.028843604080449, 35.26558586497411 7.02873579960735, 35.26551610913858 7.0287738482449145, 35.26547806050102 7.0287738482449145, 35.2653956217863 7.028786531124103, 35.26538293890711 7.028824579761667, 35.26510391556497 7.028868969838825, 35.26472342918933 7.028792872563697, 35.264640990474604 7.02873579960735, 35.26455221032029 7.028704092409381, 35.264526844561914 7.028647019453034, 35.26448245448476 7.0286279951342525, 35.26446977160557 7.028634336573846, 35.2644380644076 7.028716775288569, 35.26426684553856 7.028837262640855, 35.26427318697815 7.028856286959637, 35.26444440584719 7.028970432872329, 35.26447611304516 7.029021164389082, 35.26457123463907 7.0292367733352785, 35.26474879494771 7.029465065160664, 35.26478684358527 7.029465065160664, 35.264894648058366 7.0296109182713264, 35.26495172101471 7.029813844338335, 35.26493269669593 7.029966038888592, 35.264894648058366 7.029972380328186, 35.264812209343646 7.030023111844938, 35.26471708774974 7.0300738433616905, 35.26465367335379 7.030086526240878, 35.264609283276634 7.030156282076413, 35.26455221032029 7.030194330713977, 35.26448245448476 7.0302640865495105, 35.26424147978018 7.030333842385045, 35.26414001674668 7.030422622539361, 35.26410196810912 7.030428963978956, 35.26405757803196 7.030486036935302, 35.264013187954795 7.030568475650024, 35.263816603327385 7.030669938683529, 35.263683433095906 7.030701645881499, 35.26353757998525 7.030910913388102))",2043,1.185305811,8.066983293,0.615427393,6998.136622,0.160279195,1079.557264,4999.023417
21,7.030183148115675:35.26490357845677,"POLYGON ((35.26353757998525 7.030910913388102, 35.26353123854565 7.030948962025666, 35.263696115975094 7.031145546653081, 35.26392440780048 7.031227985367803, 35.26418440682384 7.031266034005367, 35.26429221129693 7.031329448401308, 35.26460294183704 7.031449935753594, 35.26584586399747 7.030619207166776, 35.2658141567995 7.030460671176925, 35.26577610816194 7.030428963978956, 35.265757083843155 7.0300738433616905, 35.26578244960153 7.03004213616372, 35.26582683967869 7.029908965932245, 35.26580147392031 7.029858234415493, 35.26582683967869 7.029782137140365, 35.26577610816194 7.029648966908891, 35.26563025505128 7.029566528194168, 35.26556684065533 7.029395309325129, 35.26565562080965 7.029109944543398, 35.26561123073249 7.028976774311924, 35.265623913611684 7.028843604080449, 35.26558586497411 7.02873579960735, 35.26551610913858 7.0287738482449145, 35.26547806050102 7.0287738482449145, 35.2653956217863 7.028786531124103, 35.26538293890711 7.028824579761667, 35.26510391556497 7.028868969838825, 35.26472342918933 7.028792872563697, 35.264640990474604 7.02873579960735, 35.26455221032029 7.028704092409381, 35.264526844561914 7.028647019453034, 35.26448245448476 7.0286279951342525, 35.26446977160557 7.028634336573846, 35.2644380644076 7.028716775288569, 35.26426684553856 7.028837262640855, 35.26427318697815 7.028856286959637, 35.26444440584719 7.028970432872329, 35.26447611304516 7.029021164389082, 35.26457123463907 7.0292367733352785, 35.26474879494771 7.029465065160664, 35.26478684358527 7.029465065160664, 35.264894648058366 7.0296109182713264, 35.26495172101471 7.029813844338335, 35.26493269669593 7.029966038888592, 35.264894648058366 7.029972380328186, 35.264812209343646 7.030023111844938, 35.26471708774974 7.0300738433616905, 35.26465367335379 7.030086526240878, 35.264609283276634 7.030156282076413, 35.26455221032029 7.030194330713977, 35.26448245448476 7.0302640865495105, 35.26424147978018 7.030333842385045, 35.26414001674668 7.030422622539361, 35.26410196810912 7.030428963978956, 35.26405757803196 7.030486036935302, 35.264013187954795 7.030568475650024, 35.263816603327385 7.030669938683529, 35.263683433095906 7.030701645881499, 35.26353757998525 7.030910913388102))",2044,1.185191483,7.978769305,0.719751441,8434.648977,0.160111225,1093.16768,4822.842612
21,7.030183148115675:35.26490357845677,"POLYGON ((35.26353757998525 7.030910913388102, 35.26353123854565 7.030948962025666, 35.263696115975094 7.031145546653081, 35.26392440780048 7.031227985367803, 35.26418440682384 7.031266034005367, 35.26429221129693 7.031329448401308, 35.26460294183704 7.031449935753594, 35.26584586399747 7.030619207166776, 35.2658141567995 7.030460671176925, 35.26577610816194 7.030428963978956, 35.265757083843155 7.0300738433616905, 35.26578244960153 7.03004213616372, 35.26582683967869 7.029908965932245, 35.26580147392031 7.029858234415493, 35.26582683967869 7.029782137140365, 35.26577610816194 7.029648966908891, 35.26563025505128 7.029566528194168, 35.26556684065533 7.029395309325129, 35.26565562080965 7.029109944543398, 35.26561123073249 7.028976774311924, 35.265623913611684 7.028843604080449, 35.26558586497411 7.02873579960735, 35.26551610913858 7.0287738482449145, 35.26547806050102 7.0287738482449145, 35.2653956217863 7.028786531124103, 35.26538293890711 7.028824579761667, 35.26510391556497 7.028868969838825, 35.26472342918933 7.028792872563697, 35.264640990474604 7.02873579960735, 35.26455221032029 7.028704092409381, 35.264526844561914 7.028647019453034, 35.26448245448476 7.0286279951342525, 35.26446977160557 7.028634336573846, 35.2644380644076 7.028716775288569, 35.26426684553856 7.028837262640855, 35.26427318697815 7.028856286959637, 35.26444440584719 7.028970432872329, 35.26447611304516 7.029021164389082, 35.26457123463907 7.0292367733352785, 35.26474879494771 7.029465065160664, 35.26478684358527 7.029465065160664, 35.264894648058366 7.0296109182713264, 35.26495172101471 7.029813844338335, 35.26493269669593 7.029966038888592, 35.264894648058366 7.029972380328186, 35.264812209343646 7.030023111844938, 35.26471708774974 7.0300738433616905, 35.26465367335379 7.030086526240878, 35.264609283276634 7.030156282076413, 35.26455221032029 7.030194330713977, 35.26448245448476 7.0302640865495105, 35.26424147978018 7.030333842385045, 35.26414001674668 7.030422622539361, 35.26410196810912 7.030428963978956, 35.26405757803196 7.030486036935302, 35.264013187954795 7.030568475650024, 35.263816603327385 7.030669938683529, 35.263683433095906 7.030701645881499, 35.26353757998525 7.030910913388102))",2045,1.181169677,7.207124962,0.77544838,9649.92661,0.161136269,1060.012358,4478.010822
21,7.030183148115675:35.26490357845677,"POLYGON ((35.26353757998525 7.030910913388102, 35.26353123854565 7.030948962025666, 35.263696115975094 7.031145546653081, 35.26392440780048 7.031227985367803, 35.26418440682384 7.031266034005367, 35.26429221129693 7.031329448401308, 35.26460294183704 7.031449935753594, 35.26584586399747 7.030619207166776, 35.2658141567995 7.030460671176925, 35.26577610816194 7.030428963978956, 35.265757083843155 7.0300738433616905, 35.26578244960153 7.03004213616372, 35.26582683967869 7.029908965932245, 35.26580147392031 7.029858234415493, 35.26582683967869 7.029782137140365, 35.26577610816194 7.029648966908891, 35.26563025505128 7.029566528194168, 35.26556684065533 7.029395309325129, 35.26565562080965 7.029109944543398, 35.26561123073249 7.028976774311924, 35.265623913611684 7.028843604080449, 35.26558586497411 7.02873579960735, 35.26551610913858 7.0287738482449145, 35.26547806050102 7.0287738482449145, 35.2653956217863 7.028786531124103, 35.26538293890711 7.028824579761667, 35.26510391556497 7.028868969838825, 35.26472342918933 7.028792872563697, 35.264640990474604 7.02873579960735, 35.26455221032029 7.028704092409381, 35.264526844561914 7.028647019453034, 35.26448245448476 7.0286279951342525, 35.26446977160557 7.028634336573846, 35.2644380644076 7.028716775288569, 35.26426684553856 7.028837262640855, 35.26427318697815 7.028856286959637, 35.26444440584719 7.028970432872329, 35.26447611304516 7.029021164389082, 35.26457123463907 7.0292367733352785, 35.26474879494771 7.029465065160664, 35.26478684358527 7.029465065160664, 35.264894648058366 7.0296109182713264, 35.26495172101471 7.029813844338335, 35.26493269669593 7.029966038888592, 35.264894648058366 7.029972380328186, 35.264812209343646 7.030023111844938, 35.26471708774974 7.0300738433616905, 35.26465367335379 7.030086526240878, 35.264609283276634 7.030156282076413, 35.26455221032029 7.030194330713977, 35.26448245448476 7.0302640865495105, 35.26424147978018 7.030333842385045, 35.26414001674668 7.030422622539361, 35.26410196810912 7.030428963978956, 35.26405757803196 7.030486036935302, 35.264013187954795 7.030568475650024, 35.263816603327385 7.030669938683529, 35.263683433095906 7.030701645881499, 35.26353757998525 7.030910913388102))",2046,1.188985119,7.169356584,0.760419186,10652.39131,0.159779161,1029.901405,4417.078248
